route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
24-43,202501-MVS-Weekday-01,209440-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209441-202501-MVS-Weekday-01,"AIRPORT",0,12016,240008
24-43,202501-MVS-Weekday-01,209442-202501-MVS-Weekday-01,"AIRPORT",0,12017,240008
24-43,202501-MVS-Weekday-01,209443-202501-MVS-Weekday-01,"AIRPORT",0,12016,240008
24-43,202501-MVS-Weekday-01,209444-202501-MVS-Weekday-01,"AIRPORT",0,12017,240008
24-43,202501-MVS-Weekday-01,209445-202501-MVS-Weekday-01,"AIRPORT",0,12016,240008
24-43,202501-MVS-Weekday-01,209446-202501-MVS-Weekday-01,"AIRPORT",0,12017,240008
24-43,202501-MVS-Weekday-01,209447-202501-MVS-Weekday-01,"AIRPORT",0,12016,240008
24-43,202501-MVS-Weekday-01,209448-202501-MVS-Weekday-01,"AIRPORT",0,12017,240008
24-43,202501-MVS-Weekday-01,209449-202501-MVS-Weekday-01,"AIRPORT",0,12016,240008
24-43,202501-MVS-Weekday-01,209450-202501-MVS-Weekday-01,"AIRPORT",0,12017,240008
24-43,202501-MVS-Weekday-01,209451-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209452-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209453-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209454-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209455-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209456-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209457-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209458-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209459-202501-MVS-Weekday-01,"AIRPORT",0,12019,240008
24-43,202501-MVS-Weekday-01,209460-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209461-202501-MVS-Weekday-01,"AIRPORT",0,12019,240008
24-43,202501-MVS-Weekday-01,209462-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209463-202501-MVS-Weekday-01,"AIRPORT",0,12019,240008
24-43,202501-MVS-Weekday-01,209464-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209465-202501-MVS-Weekday-01,"AIRPORT",0,12019,240008
24-43,202501-MVS-Weekday-01,209466-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209467-202501-MVS-Weekday-01,"AIRPORT",0,12019,240008
24-43,202501-MVS-Weekday-01,209468-202501-MVS-Weekday-01,"AIRPORT",0,12018,240008
24-43,202501-MVS-Weekday-01,209469-202501-MVS-Weekday-01,"AIRPORT",0,12019,240008
24-43,202501-MVS-Weekday-01,209470-202501-MVS-Weekday-01,"DOWNTOWN",1,12017,240009
24-43,202501-MVS-Weekday-01,209471-202501-MVS-Weekday-01,"DOWNTOWN",1,12016,240009
24-43,202501-MVS-Weekday-01,209472-202501-MVS-Weekday-01,"DOWNTOWN",1,12017,240009
24-43,202501-MVS-Weekday-01,209473-202501-MVS-Weekday-01,"DOWNTOWN",1,12016,240009
24-43,202501-MVS-Weekday-01,209474-202501-MVS-Weekday-01,"DOWNTOWN",1,12017,240009
24-43,202501-MVS-Weekday-01,209475-202501-MVS-Weekday-01,"DOWNTOWN",1,12016,240009
24-43,202501-MVS-Weekday-01,209476-202501-MVS-Weekday-01,"DOWNTOWN",1,12017,240009
24-43,202501-MVS-Weekday-01,209477-202501-MVS-Weekday-01,"DOWNTOWN",1,12016,240009
24-43,202501-MVS-Weekday-01,209478-202501-MVS-Weekday-01,"DOWNTOWN",1,12017,240009
24-43,202501-MVS-Weekday-01,209479-202501-MVS-Weekday-01,"DOWNTOWN",1,12016,240009
24-43,202501-MVS-Weekday-01,209480-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209481-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209482-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209483-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209484-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209485-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209486-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209487-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209488-202501-MVS-Weekday-01,"DOWNTOWN",1,12019,240009
24-43,202501-MVS-Weekday-01,209489-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209490-202501-MVS-Weekday-01,"DOWNTOWN",1,12019,240009
24-43,202501-MVS-Weekday-01,209491-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209492-202501-MVS-Weekday-01,"DOWNTOWN",1,12019,240009
24-43,202501-MVS-Weekday-01,209493-202501-MVS-Weekday-01,"DOWNTOWN",1,12018,240009
24-43,202501-MVS-Weekday-01,209494-202501-MVS-Weekday-01,"DOWNTOWN",1,12019,240009
24-43,202501-MVS-Weekday-01,209495-202501-MVS-Weekday-01,"DOWNTOWN",1,12019,240009
30-43,202501-MVS-Weekday-01,209496-202501-MVS-Weekday-01,"UNIVERSITY",0,11945,300002
30-43,202501-MVS-Weekday-01,209497-202501-MVS-Weekday-01,"UNIVERSITY",0,11944,300002
30-43,202501-MVS-Weekday-01,209498-202501-MVS-Weekday-01,"UNIVERSITY",0,11945,300002
30-43,202501-MVS-Weekday-01,209499-202501-MVS-Weekday-01,"UNIVERSITY",0,11945,300002
30-43,202501-MVS-Weekday-01,209500-202501-MVS-Weekday-01,"UNIVERSITY",0,11944,300002
30-43,202501-MVS-Weekday-01,209501-202501-MVS-Weekday-01,"UNIVERSITY",0,11945,300002
30-43,202501-MVS-Weekday-01,209502-202501-MVS-Weekday-01,"ROCHDALE",1,11945,300001
30-43,202501-MVS-Weekday-01,209503-202501-MVS-Weekday-01,"ROCHDALE",1,11944,300001
30-43,202501-MVS-Weekday-01,209504-202501-MVS-Weekday-01,"ROCHDALE",1,11945,300001
30-43,202501-MVS-Weekday-01,209505-202501-MVS-Weekday-01,"ROCHDALE",1,11945,300001
30-43,202501-MVS-Weekday-01,209506-202501-MVS-Weekday-01,"ROCHDALE",1,11944,300001
30-43,202501-MVS-Weekday-01,209507-202501-MVS-Weekday-01,"ROCHDALE",1,11945,300001
30-43,202501-MVS-Weekday-01,209508-202501-MVS-Weekday-01,"UNIVERSITY",0,11944,300002
30-43,202501-MVS-Weekday-01,209509-202501-MVS-Weekday-01,"UNIVERSITY",0,11946,300002
30-43,202501-MVS-Weekday-01,209510-202501-MVS-Weekday-01,"UNIVERSITY",0,11944,300002
30-43,202501-MVS-Weekday-01,209511-202501-MVS-Weekday-01,"UNIVERSITY",0,11945,300002
30-43,202501-MVS-Weekday-01,209512-202501-MVS-Weekday-01,"UNIVERSITY",0,11946,300002
30-43,202501-MVS-Weekday-01,209513-202501-MVS-Weekday-01,"UNIVERSITY",0,11946,300002
30-43,202501-MVS-Weekday-01,209514-202501-MVS-Weekday-01,"UNIVERSITY",0,11944,300002
30-43,202501-MVS-Weekday-01,209515-202501-MVS-Weekday-01,"UNIVERSITY",0,11945,300002
30-43,202501-MVS-Weekday-01,209516-202501-MVS-Weekday-01,"UNIVERSITY",0,11946,300002
30-43,202501-MVS-Weekday-01,209517-202501-MVS-Weekday-01,"UNIVERSITY",0,11944,300002
30-43,202501-MVS-Weekday-01,209518-202501-MVS-Weekday-01,"UNIVERSITY",0,11946,300002
30-43,202501-MVS-Weekday-01,209519-202501-MVS-Weekday-01,"UNIVERSITY",0,11944,300002
30-43,202501-MVS-Weekday-01,209520-202501-MVS-Weekday-01,"UNIVERSITY",0,11945,300002
30-43,202501-MVS-Weekday-01,209521-202501-MVS-Weekday-01,"UNIVERSITY",0,11946,300002
30-43,202501-MVS-Weekday-01,209522-202501-MVS-Weekday-01,"UNIVERSITY",0,11946,300002
30-43,202501-MVS-Weekday-01,209523-202501-MVS-Weekday-01,"ROCHDALE",1,11944,300001
30-43,202501-MVS-Weekday-01,209524-202501-MVS-Weekday-01,"ROCHDALE",1,11946,300001
30-43,202501-MVS-Weekday-01,209525-202501-MVS-Weekday-01,"ROCHDALE",1,11944,300001
30-43,202501-MVS-Weekday-01,209526-202501-MVS-Weekday-01,"ROCHDALE",1,11945,300001
30-43,202501-MVS-Weekday-01,209527-202501-MVS-Weekday-01,"ROCHDALE",1,11946,300001
30-43,202501-MVS-Weekday-01,209528-202501-MVS-Weekday-01,"ROCHDALE",1,11946,300001
30-43,202501-MVS-Weekday-01,209529-202501-MVS-Weekday-01,"ROCHDALE",1,11944,300001
30-43,202501-MVS-Weekday-01,209530-202501-MVS-Weekday-01,"ROCHDALE",1,11945,300001
30-43,202501-MVS-Weekday-01,209531-202501-MVS-Weekday-01,"ROCHDALE",1,11946,300001
30-43,202501-MVS-Weekday-01,209532-202501-MVS-Weekday-01,"ROCHDALE",1,11944,300001
30-43,202501-MVS-Weekday-01,209533-202501-MVS-Weekday-01,"ROCHDALE",1,11946,300001
30-43,202501-MVS-Weekday-01,209534-202501-MVS-Weekday-01,"ROCHDALE",1,11944,300001
30-43,202501-MVS-Weekday-01,209535-202501-MVS-Weekday-01,"ROCHDALE",1,11945,300001
30-43,202501-MVS-Weekday-01,209536-202501-MVS-Weekday-01,"ROCHDALE",1,11946,300001
30-43,202501-MVS-Weekday-01,209537-202501-MVS-Weekday-01,"ROCHDALE",1,11946,300001
21-43,202501-MVS-Weekday-01,209538-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209539-202501-MVS-Weekday-01,"GLENCAIRN",0,11988,210003
21-43,202501-MVS-Weekday-01,209540-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209541-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209542-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209543-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209544-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209545-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209546-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209547-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209548-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209549-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209550-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209551-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209552-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209553-202501-MVS-Weekday-01,"GLENCAIRN",1,11988,210008
21-43,202501-MVS-Weekday-01,209554-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209555-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209556-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209557-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209558-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209559-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209560-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209561-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209562-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209563-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209564-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209565-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209566-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209567-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209568-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210003
21-43,202501-MVS-Weekday-01,209569-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210003
21-43,202501-MVS-Weekday-01,209570-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209571-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209572-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209573-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209574-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209575-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209576-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209577-202501-MVS-Weekday-01,"UNIVERSITY",0,12037,210007
21-43,202501-MVS-Weekday-01,209578-202501-MVS-Weekday-01,"UNIVERSITY",0,12001,210007
21-43,202501-MVS-Weekday-01,209579-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209580-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209581-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209582-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209583-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209584-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209585-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
21-43,202501-MVS-Weekday-01,209586-202501-MVS-Weekday-01,"GLENCAIRN",1,12037,210002
21-43,202501-MVS-Weekday-01,209587-202501-MVS-Weekday-01,"GLENCAIRN",1,12001,210002
1-43,202501-MVS-Weekday-01,209588-202501-MVS-Weekday-01,"DIEPPE",0,12004,10028
1-43,202501-MVS-Weekday-01,209589-202501-MVS-Weekday-01,"DIEPPE",0,12005,10027
1-43,202501-MVS-Weekday-01,209590-202501-MVS-Weekday-01,"DIEPPE",0,12003,10027
1-43,202501-MVS-Weekday-01,209591-202501-MVS-Weekday-01,"DIEPPE",0,12012,10027
1-43,202501-MVS-Weekday-01,209592-202501-MVS-Weekday-01,"DIEPPE",0,12030,10027
1-43,202501-MVS-Weekday-01,209593-202501-MVS-Weekday-01,"DIEPPE",0,12013,10027
1-43,202501-MVS-Weekday-01,209594-202501-MVS-Weekday-01,"DIEPPE",0,12004,10027
1-43,202501-MVS-Weekday-01,209595-202501-MVS-Weekday-01,"DIEPPE",0,12012,10027
1-43,202501-MVS-Weekday-01,209596-202501-MVS-Weekday-01,"DIEPPE",0,12012,10027
1-43,202501-MVS-Weekday-01,209597-202501-MVS-Weekday-01,"DIEPPE",0,12008,10027
1-43,202501-MVS-Weekday-01,209598-202501-MVS-Weekday-01,"DIEPPE",0,12031,10027
1-43,202501-MVS-Weekday-01,209599-202501-MVS-Weekday-01,"DIEPPE",0,12030,10027
1-43,202501-MVS-Weekday-01,209600-202501-MVS-Weekday-01,"WESTERRA",0,12012,10029
1-43,202501-MVS-Weekday-01,209601-202501-MVS-Weekday-01,"WESTERRA",0,12030,10029
1-43,202501-MVS-Weekday-01,209602-202501-MVS-Weekday-01,"WESTERRA",0,12006,10029
1-43,202501-MVS-Weekday-01,209603-202501-MVS-Weekday-01,"WESTERRA",0,12013,10029
1-43,202501-MVS-Weekday-01,209604-202501-MVS-Weekday-01,"WESTERRA",0,12030,10029
1-43,202501-MVS-Weekday-01,209605-202501-MVS-Weekday-01,"WESTERRA",0,12007,10029
1-43,202501-MVS-Weekday-01,209606-202501-MVS-Weekday-01,"WESTERRA",0,12004,10033
1-43,202501-MVS-Weekday-01,209607-202501-MVS-Weekday-01,"WESTERRA",0,12013,10062
1-43,202501-MVS-Weekday-01,209608-202501-MVS-Weekday-01,"WESTERRA",0,12012,10062
1-43,202501-MVS-Weekday-01,209609-202501-MVS-Weekday-01,"WESTERRA",0,12013,10062
1-43,202501-MVS-Weekday-01,209610-202501-MVS-Weekday-01,"WESTERRA",0,12012,10062
1-43,202501-MVS-Weekday-01,209611-202501-MVS-Weekday-01,"DIEPPE",0,12030,10063
1-43,202501-MVS-Weekday-01,209612-202501-MVS-Weekday-01,"DIEPPE",0,12013,10063
1-43,202501-MVS-Weekday-01,209613-202501-MVS-Weekday-01,"DIEPPE",0,12012,10063
1-43,202501-MVS-Weekday-01,209614-202501-MVS-Weekday-01,"DIEPPE",0,12030,10063
1-43,202501-MVS-Weekday-01,209615-202501-MVS-Weekday-01,"DIEPPE",0,12007,10063
1-43,202501-MVS-Weekday-01,209616-202501-MVS-Weekday-01,"DIEPPE",0,12013,10063
1-43,202501-MVS-Weekday-01,209617-202501-MVS-Weekday-01,"DIEPPE",0,12008,10059
1-43,202501-MVS-Weekday-01,209618-202501-MVS-Weekday-01,"DIEPPE",0,12031,10059
1-43,202501-MVS-Weekday-01,209619-202501-MVS-Weekday-01,"DIEPPE",0,12031,10059
1-43,202501-MVS-Weekday-01,209620-202501-MVS-Weekday-01,"DIEPPE",0,12012,10059
1-43,202501-MVS-Weekday-01,209621-202501-MVS-Weekday-01,"WESTERRA",0,12030,10061
1-43,202501-MVS-Weekday-01,209622-202501-MVS-Weekday-01,"WESTERRA",0,12008,10061
1-43,202501-MVS-Weekday-01,209623-202501-MVS-Weekday-01,"WESTERRA",0,12031,10061
1-43,202501-MVS-Weekday-01,209624-202501-MVS-Weekday-01,"WESTERRA",0,12012,10061
1-43,202501-MVS-Weekday-01,209625-202501-MVS-Weekday-01,"WESTERRA",0,12030,10061
1-43,202501-MVS-Weekday-01,209626-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10036
1-43,202501-MVS-Weekday-01,209627-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10036
1-43,202501-MVS-Weekday-01,209628-202501-MVS-Weekday-01,"BROAD NORTH",1,12004,10037
1-43,202501-MVS-Weekday-01,209629-202501-MVS-Weekday-01,"BROAD NORTH",1,12005,10037
1-43,202501-MVS-Weekday-01,209630-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10060
1-43,202501-MVS-Weekday-01,209631-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10060
1-43,202501-MVS-Weekday-01,209632-202501-MVS-Weekday-01,"BROAD NORTH",1,12006,10060
1-43,202501-MVS-Weekday-01,209633-202501-MVS-Weekday-01,"BROAD NORTH",1,12013,10060
1-43,202501-MVS-Weekday-01,209634-202501-MVS-Weekday-01,"BROAD NORTH",1,12013,10060
1-43,202501-MVS-Weekday-01,209635-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10060
1-43,202501-MVS-Weekday-01,209636-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10060
1-43,202501-MVS-Weekday-01,209637-202501-MVS-Weekday-01,"BROAD NORTH",1,12007,10060
1-43,202501-MVS-Weekday-01,209638-202501-MVS-Weekday-01,"BROAD NORTH",1,12013,10060
1-43,202501-MVS-Weekday-01,209639-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10060
1-43,202501-MVS-Weekday-01,209640-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10060
1-43,202501-MVS-Weekday-01,209641-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10060
1-43,202501-MVS-Weekday-01,209642-202501-MVS-Weekday-01,"BROAD NORTH",1,12008,10060
1-43,202501-MVS-Weekday-01,209643-202501-MVS-Weekday-01,"BROAD NORTH",1,12031,10060
1-43,202501-MVS-Weekday-01,209644-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10060
1-43,202501-MVS-Weekday-01,209645-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10060
1-43,202501-MVS-Weekday-01,209646-202501-MVS-Weekday-01,"BROAD NORTH",1,12003,10037
1-43,202501-MVS-Weekday-01,209647-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10058
1-43,202501-MVS-Weekday-01,209648-202501-MVS-Weekday-01,"BROAD NORTH",1,12008,10058
1-43,202501-MVS-Weekday-01,209649-202501-MVS-Weekday-01,"BROAD NORTH",1,12031,10058
1-43,202501-MVS-Weekday-01,209650-202501-MVS-Weekday-01,"BROAD NORTH",1,12009,10058
1-43,202501-MVS-Weekday-01,209651-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10058
1-43,202501-MVS-Weekday-01,209652-202501-MVS-Weekday-01,"BROAD NORTH",1,12007,10058
1-43,202501-MVS-Weekday-01,209653-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10058
1-43,202501-MVS-Weekday-01,209654-202501-MVS-Weekday-01,"BROAD NORTH",1,12003,10041
1-43,202501-MVS-Weekday-01,209655-202501-MVS-Weekday-01,"WESTERRA",0,12003,10033
1-43,202501-MVS-Weekday-01,209656-202501-MVS-Weekday-01,"WESTERRA",0,12008,10033
1-43,202501-MVS-Weekday-01,209657-202501-MVS-Weekday-01,"WESTERRA",0,12031,10033
1-43,202501-MVS-Weekday-01,209658-202501-MVS-Weekday-01,"WESTERRA",0,12009,10033
1-43,202501-MVS-Weekday-01,209659-202501-MVS-Weekday-01,"WESTERRA",0,12030,10033
1-43,202501-MVS-Weekday-01,209660-202501-MVS-Weekday-01,"WESTERRA",0,12007,10033
1-43,202501-MVS-Weekday-01,209661-202501-MVS-Weekday-01,"WESTERRA",0,12012,10033
1-43,202501-MVS-Weekday-01,209662-202501-MVS-Weekday-01,"WESTERRA",0,12030,10064
1-43,202501-MVS-Weekday-01,209663-202501-MVS-Weekday-01,"BROAD NORTH",1,12031,10042
1-43,202501-MVS-Weekday-01,209664-202501-MVS-Weekday-01,"BROAD NORTH",1,12031,10042
1-43,202501-MVS-Weekday-01,209665-202501-MVS-Weekday-01,"BROAD NORTH",1,12004,10042
1-43,202501-MVS-Weekday-01,209666-202501-MVS-Weekday-01,"BROAD NORTH",1,12005,10042
1-43,202501-MVS-Weekday-01,209667-202501-MVS-Weekday-01,"BROAD NORTH",1,12008,10042
1-43,202501-MVS-Weekday-01,209668-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10042
1-43,202501-MVS-Weekday-01,209669-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10042
1-43,202501-MVS-Weekday-01,209670-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10042
1-43,202501-MVS-Weekday-01,209671-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10042
1-43,202501-MVS-Weekday-01,209672-202501-MVS-Weekday-01,"BROAD NORTH",1,12013,10042
1-43,202501-MVS-Weekday-01,209673-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10042
1-43,202501-MVS-Weekday-01,209674-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10042
1-43,202501-MVS-Weekday-01,209675-202501-MVS-Weekday-01,"BROAD NORTH",1,12007,10042
1-43,202501-MVS-Weekday-01,209676-202501-MVS-Weekday-01,"BROAD NORTH",1,12013,10042
1-43,202501-MVS-Weekday-01,209677-202501-MVS-Weekday-01,"BROAD NORTH",1,12012,10042
1-43,202501-MVS-Weekday-01,209678-202501-MVS-Weekday-01,"BROAD NORTH",1,12008,10042
1-43,202501-MVS-Weekday-01,209679-202501-MVS-Weekday-01,"BROAD NORTH",1,12031,10042
1-43,202501-MVS-Weekday-01,209680-202501-MVS-Weekday-01,"BROAD NORTH",1,12030,10042
1-43,202501-MVS-Weekday-01,209681-202501-MVS-Weekday-01,"BROAD NORTH",1,12013,10042
1-43,202501-MVS-Weekday-01,209682-202501-MVS-Weekday-01,"WESTERRA",0,12012,10065
1-43,202501-MVS-Weekday-01,209683-202501-MVS-Weekday-01,"BROAD NORTH",1,12013,10042
1-43,202501-MVS-Weekday-01,209684-202501-MVS-Weekday-01,"DIEPPE",0,12030,10057
1-43,202501-MVS-Weekday-01,209685-202501-MVS-Weekday-01,"DIEPPE",0,12031,10057
4-43,202501-MVS-Weekday-01,209686-202501-MVS-Weekday-01,"HILLSDALE",0,11970,40006
4-43,202501-MVS-Weekday-01,209687-202501-MVS-Weekday-01,"HILLSDALE",0,11972,40006
4-43,202501-MVS-Weekday-01,209688-202501-MVS-Weekday-01,"HILLSDALE",0,11969,40006
4-43,202501-MVS-Weekday-01,209689-202501-MVS-Weekday-01,"HILLSDALE",0,11971,40006
4-43,202501-MVS-Weekday-01,209690-202501-MVS-Weekday-01,"HILLSDALE",0,11968,40006
4-43,202501-MVS-Weekday-01,209691-202501-MVS-Weekday-01,"HILLSDALE",0,11970,40006
4-43,202501-MVS-Weekday-01,209692-202501-MVS-Weekday-01,"HILLSDALE",0,11972,40006
4-43,202501-MVS-Weekday-01,209693-202501-MVS-Weekday-01,"HILLSDALE",0,11969,40006
4-43,202501-MVS-Weekday-01,209694-202501-MVS-Weekday-01,"HILLSDALE",0,11971,40006
4-43,202501-MVS-Weekday-01,209695-202501-MVS-Weekday-01,"HILLSDALE",0,11968,40006
4-43,202501-MVS-Weekday-01,209696-202501-MVS-Weekday-01,"HILLSDALE",0,11970,40006
4-43,202501-MVS-Weekday-01,209697-202501-MVS-Weekday-01,"HILLSDALE",0,11972,40006
4-43,202501-MVS-Weekday-01,209698-202501-MVS-Weekday-01,"HILLSDALE",0,11969,40006
4-43,202501-MVS-Weekday-01,209699-202501-MVS-Weekday-01,"HILLSDALE",0,11971,40006
4-43,202501-MVS-Weekday-01,209700-202501-MVS-Weekday-01,"HILLSDALE",0,11968,40006
4-43,202501-MVS-Weekday-01,209701-202501-MVS-Weekday-01,"HILLSDALE",0,11970,40006
4-43,202501-MVS-Weekday-01,209702-202501-MVS-Weekday-01,"HILLSDALE",0,11972,40006
4-43,202501-MVS-Weekday-01,209703-202501-MVS-Weekday-01,"HILLSDALE",0,11969,40006
4-43,202501-MVS-Weekday-01,209704-202501-MVS-Weekday-01,"HILLSDALE",0,11971,40006
4-43,202501-MVS-Weekday-01,209705-202501-MVS-Weekday-01,"HILLSDALE",0,11968,40006
4-43,202501-MVS-Weekday-01,209706-202501-MVS-Weekday-01,"HILLSDALE",0,11970,40006
